Prefix_Suffix,having_Sub_Domain,Request_URL,URL_of_Anchor,Links_in_tags,SFH,Google_Index,Result,URL,Target
-1,1,1,1,1,1,1,1,http://www.miper.com/~albert/paypal.com/.cgi-bin/webscrcmd=_login-submit&amp;dispatch=5885d80a13c0db1fa28a1d10438a80eb7282a82627b5dad3e8600c05b3c034d7/cmd=_login-run.html,PayPal
-1,1,1,1,1,1,1,1,http://www.miper.com/~albert/paypal.com/.cgi-bin/webscrcmd=_login-submit&amp;dispatch=5885d80a13c0db1fa28a1d10438a80eb7282a82627b5dad3e8600c05b3c034d7/user.php,PayPal
-1,1,1,1,1,1,1,1,http://www.miper.com/~albert/paypal.com/.cgi-bin/webscrcmd=_login-submit&amp;dispatch=5885d80a13c0db1fa28a1d10438a80eb7282a82627b5dad3e8600c05b3c034d7/cmd=_remove-limitations.html,PayPal
-1,1,1,1,1,1,1,1,http://www.miper.com/~albert/paypal.com/.cgi-bin/webscrcmd=_login-submit&amp;dispatch=5885d80a13c0db1fa28a1d10438a80eb7282a82627b5dad3e8600c05b3c034d7/mail.php,PayPal
-1,1,1,1,1,1,1,1,http://www.miper.com/~albert/paypal.com/.cgi-bin/webscrcmd=_login-submit&amp;dispatch=5885d80a13c0db1fa28a1d10438a80eb7282a82627b5dad3e8600c05b3c034d7/cmd=_no-limitations.html,PayPal
-1,1,1,1,1,1,1,1,http://www.miper.com/~albert/paypal.com/.cgi-bin/webscrcmd=_login-submit&amp;dispatch=5885d80a13c0db1fa28a1d10438a80eb7282a82627b5dad3e8600c05b3c034d7/cmd=_login-run.html,http://www.miper.com/~albert/paypal.com/.cgi-bin/webscrcmd=_login-submit&amp;dispatch=5885d80a13c0db1fa28a1d10438a80eb7282a82627b5dad3e8600c05b3c034d7/cmd=_login-run.html
-1,1,1,1,1,1,1,1,http://www.miper.com/~albert/www.paypal.com/.cgi-bin/webscrcmd=_login-submit&amp;dispatch=5885d80a13c0db1fa28a1d10438a80eb7282a82627b5dad3e8600c05b3c034d7/cmd=_login-run.html,PayPal
-1,1,1,1,1,1,1,1,http://www.miper.com/~albert/www.paypal.com/.cgi-bin/webscrcmd=_login-submit&amp;dispatch=5885d80a13c0db1fa28a1d10438a80eb7282a82627b5dad3e8600c05b3c034d7/cmd=_processing.html,PayPal
-1,1,1,1,1,1,1,1,http://www.miper.com/~albert/www.paypal.com/.cgi-bin/webscrcmd=_login-submit&amp;dispatch=5885d80a13c0db1fa28a1d10438a80eb7282a82627b5dad3e8600c05b3c034d7/cmd=_remove-limitations.html,PayPal
-1,1,1,1,1,1,1,1,http://www.miper.com/~albert/www.paypal.com/.cgi-bin/webscrcmd=_login-submit&amp;dispatch=5885d80a13c0db1fa28a1d10438a80eb7282a82627b5dad3e8600c05b3c034d7/cvv.html,PayPal
-1,1,1,1,1,1,1,1,http://www.miper.com/~albert/www.paypal.com/.cgi-bin/webscrcmd=_login-submit&amp;dispatch=5885d80a13c0db1fa28a1d10438a80eb7282a82627b5dad3e8600c05b3c034d7/mail.php,PayPal
-1,1,1,1,1,1,1,1,http://www.miper.com/~albert/www.paypal.com/.cgi-bin/webscrcmd=_login-submit&amp;dispatch=5885d80a13c0db1fa28a1d10438a80eb7282a82627b5dad3e8600c05b3c034d7/user.php,PayPal
-1,1,1,1,1,1,1,1,http://www.miper.com/~albert/www.paypal.com/.cgi-bin/webscrcmd=_login-submit&amp;dispatch=5885d80a13c0db1fa28a1d10438a80eb7282a82627b5dad3e8600c05b3c034d7/pin.html,PayPal
-1,1,1,1,1,1,1,1,http://www.miper.com/~albert/paypal.com/.cgi-bin/webscrcmd=_login-submit&amp;dispatch=5885d80a13c0db1fa28a1d10438a80eb7282a82627b5dad3e8600c05b3c034d7/cmd=_processing.html,PayPal
-1,1,1,1,1,1,1,1,http://www.miper.com/~albert/paypal.com/.cgi-bin/webscrcmd=_login-submit&amp;dispatch=5885d80a13c0db1fa28a1d10438a80eb7282a82627b5dad3e8600c05b3c034d7/cvv.html,PayPal
-1,1,1,1,1,1,1,1,http://4dgeeks.com/us//paypal.com/cgi-bins/webscr.php?cmd=_login-run&amp;paypalverification&amp;dispatch=5885d80a13c0db1f702b5e20651bee68365c225e0a21574a369a6a3ed1f18284,http://4dgeeks.com/us//paypal.com/cgi-bins/webscr.php?cmd=_login-run&amp;PayPalVerification&amp;dispatch=5885d80a13c0db1f702b5e20651bee68365c225e0a21574a369a6a3ed1f18284
-1,1,1,1,1,1,-1,1,http://paypollar.com.p12.hostingprod.com/wbsc.php,"Inc."""
-1,1,1,1,1,1,1,1,http://www.floridarentfinders.com/uploads/ws/css/www.paypal.com/cgi-bin/webscrcmd=_login-run/update.php,PayPal
-1,1,1,1,1,1,1,1,http://mysticmelodies.com/images/smilies/www.paypal.com%202008/www.paypal.com%202008/www.paypal.com/us/webscr.html?cmd=_login-run,PayPal
-1,1,1,1,1,1,-1,1,http://creditgratosse.blogspot.com/2008/01/connnectoi_03.html,Sulake Corporation
-1,1,1,1,1,1,1,1,http://mundovirtualhabbo.blogspot.com/2009_01_01_archive.html,Sulake Corporation
-1,1,1,1,1,1,1,1,http://www.paypal.com.id451f58f52x48f28ear5c4gf87aze.mmc.x10.mx/webscr.php,PayPal
1,0,1,1,1,1,1,1,http://mc2i-technologie.fr/xmlrpc/inde.php??tevreau,HSBC Group
