having_IP_Address,URL_Length,Shortining_Service,having_At_Symbol,double_slash_redirecting,Prefix_Suffix,having_Sub_Domain,SSLfinal_State,Domain_registeration_length,Favicon,port,HTTPS_token,Request_URL,URL_of_Anchor,Links_in_tags,SFH,Submitting_to_email,Abnormal_URL,Redirect,on_mouseover,RightClick,popUpWidnow,Iframe,age_of_domain,DNSRecord,web_traffic,Page_Rank,Google_Index,Links_pointing_to_page,Statistical_report,Result
1,0,-1,1,1,-0.6489,1.2181,1,-1,1,1,1,1.3517,-0.367,-0.3275,-1.0,1,1,0,-1,1,-1,1,-1,-1,0,-1,1.0,1,1,1
-1,0,-1,1,-1,-0.7212,1.2638,1,-1,1,1,-1,1.3043,-0.5471,-0.4449,-1.0,-1,-1,0,1,1,1,1,1,1,1,-1,1.0,-1,-1,1
1,0,-1,1,1,-0.677,1.4859,1,-1,1,1,-1,1.4701,-0.3217,1.4532,-1.0,1,1,0,1,1,1,1,1,-1,1,1,1.0,0,1,1
1,1,-1,1,1,-0.4872,-0.0118,-1,1,1,1,1,-0.5165,-0.4814,-0.5594,-1.0,1,1,0,1,1,1,1,-1,-1,0,-1,1.0,1,1,-1
1,1,1,1,1,-0.7598,1.2611,0,-1,1,1,1,1.238,-0.5158,-0.5359,-1.0,1,1,0,1,1,1,1,1,1,1,-1,1.0,-1,1,1
1,-1,1,1,1,-0.5668,-0.2232,-1,1,1,1,-1,-0.643,-0.5188,-0.6342,-1.0,-1,-1,0,1,1,1,1,1,1,0,-1,1.0,-1,-1,-1
1,0,1,1,1,-0.4808,0.0514,0,1,1,1,1,-0.5841,-0.6261,-0.5572,-1.0,-1,-1,0,1,1,1,1,1,-1,1,-1,1.0,1,-1,-1
1,-1,1,1,1,-0.4878,-0.6125,-1,1,-1,-1,1,-0.47,-0.5549,-0.3875,-1.0,-1,-1,0,-1,1,-1,1,-1,-1,1,-1,1.0,-1,-1,-1
1,-1,1,1,1,-0.512,-0.0106,0,1,-1,1,-1,-0.5356,-0.5314,-0.3252,-1.0,-1,-1,0,-1,1,-1,1,1,-1,-1,-1,1.0,0,-1,-1
-1,-1,-1,1,-1,1.435,1.4336,1,1,1,1,-1,1.4433,-0.3318,-0.3814,-1.0,1,1,0,1,1,1,1,1,1,1,-1,1.0,1,1,1
1,-1,1,1,1,-0.6464,1.3318,1,-1,-1,-1,1,1.3125,-0.5069,1.2945,-1.0,-1,-1,0,-1,1,-1,1,1,1,1,1,1.0,0,-1,1
1,-1,1,1,-1,-0.4958,-0.4983,-1,1,1,1,1,-0.4511,-0.4093,-0.5484,-1.0,1,1,0,1,1,1,1,-1,-1,-1,-1,1.0,-1,1,-1
1,-1,1,1,1,-0.5891,1.4147,1,-1,1,1,1,1.3645,1.4492,-0.2086,-1.0,-1,-1,0,1,1,1,1,1,1,1,1,1.0,0,-1,1
1,-1,1,1,1,-0.7111,1.2445,1,-1,1,1,1,1.3645,-0.2305,1.3778,-1.0,1,1,0,1,1,1,1,1,1,-1,1,1.0,-1,1,1
1,-1,1,1,1,-0.6331,1.284,1,-1,1,1,-1,1.3866,-0.2133,1.3336,-1.0,1,1,0,1,1,1,1,1,1,1,-1,1.0,0,1,1
1,-1,1,1,1,-0.4871,-0.5896,-1,1,1,1,-1,-0.4901,-0.4548,-0.4758,-1.0,1,1,0,1,1,1,1,1,-1,-1,-1,1.0,1,1,-1
1,-1,1,1,1,-0.4641,0.0101,0,1,1,1,1,-0.6011,-0.5409,-0.6483,-1.0,1,1,0,1,1,1,1,1,1,1,-1,1.0,1,1,-1
1,-1,1,1,1,-0.5831,0.0209,-1,1,1,1,1,-0.5918,-0.4734,-0.5933,-1.0,1,1,0,1,1,1,1,-1,-1,-1,-1,1.0,1,1,-1
1,-1,1,1,-1,-0.6021,1.4183,1,-1,1,1,1,1.4386,1.4337,-0.2427,-1.0,1,1,1,1,1,1,1,1,1,1,1,1.0,-1,1,1
1,-1,1,1,1,-0.5112,-0.158,0,1,1,1,1,-0.606,-0.5705,-0.5522,-1.0,-1,1,0,1,1,1,1,1,-1,-1,-1,1.0,1,1,-1
1,-1,1,1,1,-0.6508,1.3353,1,-1,1,1,1,1.32,-0.3061,-0.3655,-1.0,1,1,0,1,1,1,1,1,1,0,-1,1.0,-1,1,1
1,-1,1,1,1,-0.6795,1.3653,1,-1,1,1,-1,1.3727,-0.3458,1.3961,-1.0,1,1,0,1,1,1,1,1,1,0,-1,1.0,-1,1,1
1,-1,1,1,1,-0.5739,1.4535,1,-1,1,1,1,1.4412,1.4351,-0.1027,-1.0,1,1,0,1,1,1,1,1,1,1,-1,1.0,0,1,1
-1,-1,-1,1,-1,-0.7581,1.3213,1,-1,1,1,-1,1.2977,-0.4022,-0.5329,-1.0,1,-1,0,1,1,1,1,1,-1,1,-1,1.0,-1,-1,1
1,-1,1,1,1,-0.6568,-0.0775,0,-1,1,1,1,-0.5721,-0.6223,-0.5737,-1.0,-1,1,0,1,1,1,1,1,-1,-1,-1,1.0,0,1,-1
1,-1,1,1,1,-0.7182,1.2696,1,-1,1,1,1,1.263,-0.4052,1.3201,-1.0,1,1,0,1,1,1,1,1,-1,1,-1,1.0,0,1,1
1,-1,1,1,1,-0.5535,1.4614,1,-1,1,1,1,1.4673,1.4521,-0.4095,-1.0,1,1,0,1,1,1,1,1,1,1,1,1.0,0,1,1
1,-1,1,1,1,-0.6373,-0.3088,-1,1,1,1,-1,-0.5056,-0.6664,-0.5378,-1.0,1,-1,0,1,1,1,1,-1,-1,0,-1,1.0,1,-1,-1
1,-1,1,1,1,-0.7489,1.3844,1,-1,1,1,1,1.3743,-0.1955,1.3181,-1.0,1,1,0,1,1,1,1,1,1,1,1,1.0,0,1,1
1,-1,1,1,1,-0.7732,1.213,1,-1,1,1,1,1.2927,-0.3128,-0.3047,-1.0,1,1,0,1,1,1,1,1,-1,1,-1,1.0,0,1,1
1,-1,1,1,1,-0.5448,-0.1506,0,1,1,1,1,-0.505,-0.5687,-0.6355,-1.0,1,1,0,1,1,1,1,1,-1,-1,-1,1.0,1,1,-1
1,-1,1,1,1,-0.5762,1.3852,1,-1,1,1,1,1.442,1.3638,-0.0783,-1.0,1,1,0,1,1,1,1,1,-1,1,-1,1.0,0,1,1
1,-1,1,1,1,-0.6833,1.3487,1,1,1,1,1,1.254,-0.3258,-0.3588,-1.0,1,1,0,1,1,1,1,1,1,0,-1,1.0,1,1,1
1,-1,1,1,1,-0.6719,1.3528,1,-1,1,1,1,1.2625,-0.2343,1.3354,-1.0,1,1,0,1,1,1,1,1,1,1,-1,1.0,0,1,1
