having_IP_Address,URL_Length,Shortining_Service,having_At_Symbol,double_slash_redirecting,Prefix_Suffix,having_Sub_Domain,SSLfinal_State,Domain_registeration_length,Favicon,port,HTTPS_token,Request_URL,URL_of_Anchor,Links_in_tags,SFH,Submitting_to_email,Abnormal_URL,Redirect,on_mouseover,RightClick,popUpWidnow,Iframe,age_of_domain,DNSRecord,web_traffic,Page_Rank,Google_Index,Links_pointing_to_page,Statistical_report,Result
1,0,-1,1,1,1.0,-1.0,1,-1,1,1,1,-1.0,0.1386,-0.0876,1.0,1,1,0,-1,1,-1,1,-1,-1,0,-1,0.8906,1,1,1
-1,0,-1,1,-1,1.0,0.9067,1,-1,1,1,-1,-1.0,0.0894,-0.0935,1.0,-1,-1,0,1,1,1,1,1,1,1,-1,-1.0,-1,-1,1
1,0,-1,1,1,1.0,1.0,-1,1,1,1,1,-0.8356,1.0,0.1544,-0.8254,-1,-1,0,1,1,1,1,1,-1,-1,-1,-1.0,0,-1,-1
1,0,-1,1,1,1.0,-1.0,1,-1,1,1,-1,-1.0,-0.1592,-1.0,-0.8949,1,1,0,1,1,1,1,1,-1,1,1,-1.0,0,1,1
-1,1,-1,1,-1,1.0,0.1371,0,1,1,1,-1,1.0,-0.8535,-1.0,-0.8033,1,1,0,-1,1,-1,1,1,-1,-1,-1,-1.0,0,1,-1
1,1,-1,1,1,1.0,-0.1793,-1,1,1,1,1,-0.879,-0.8706,-0.8596,1.0,1,1,0,1,1,1,1,-1,-1,0,-1,0.8771,1,1,-1
1,-1,-1,-1,1,-0.8005,-0.1257,0,1,1,1,1,1.0,1.0,0.1545,-0.8568,1,1,0,1,1,1,1,1,-1,-1,-1,-1.0,0,1,-1
1,1,1,1,1,-0.9047,-0.8965,1,-1,1,1,1,-1.0,0.1054,-0.0731,-0.918,-1,-1,0,-1,-1,-1,-1,1,-1,0,-1,-1.0,0,-1,1
1,1,1,1,1,1.0,1.0,-1,-1,1,1,-1,-1.0,-0.1099,0.1119,1.0,1,1,0,1,1,1,1,1,1,0,-1,-1.0,-1,1,1
1,1,1,1,1,-0.8797,0.8757,0,-1,1,1,1,0.9173,0.1318,0.1143,-0.9268,1,1,0,1,1,1,1,1,1,1,-1,0.8717,-1,1,1
