having_IP_Address,URL_Length,Shortining_Service,having_At_Symbol,double_slash_redirecting,Prefix_Suffix,having_Sub_Domain,SSLfinal_State,Domain_registeration_length,Favicon,port,HTTPS_token,Request_URL,URL_of_Anchor,Links_in_tags,SFH,Submitting_to_email,Abnormal_URL,Redirect,on_mouseover,RightClick,popUpWidnow,Iframe,age_of_domain,DNSRecord,web_traffic,Page_Rank,Google_Index,Links_pointing_to_page,Statistical_report,Result
1,0,-1,1,1,1.0,0.9137,1,-1,1,1,1,0.8978,1.0,1.0,-1.0,1,1,0,-1,1,-1,1,-1,-1,0,-1,1.0,1,1,1
-1,0,-1,1,-1,1.0,0.8613,1,-1,1,1,-1,0.8848,1.0,1.0,-1.0,-1,-1,0,1,1,1,1,1,1,1,-1,1.0,-1,-1,1
1,0,-1,1,1,1.0,0.8154,1,-1,1,1,-1,0.8258,1.0,0.8936,-1.0,1,1,0,1,1,1,1,1,-1,1,1,1.0,0,1,1
1,1,-1,1,1,1.0,1.0,-1,1,1,1,1,1.0,1.0,1.0,-1.0,1,1,0,1,1,1,1,-1,-1,0,-1,1.0,1,1,-1
1,1,1,1,1,1.0,0.8815,0,-1,1,1,1,0.9064,1.0,1.0,-1.0,1,1,0,1,1,1,1,1,1,1,-1,1.0,-1,1,1
1,-1,1,1,1,1.0,1.0,-1,1,1,1,-1,1.0,1.0,1.0,-1.0,-1,-1,0,1,1,1,1,1,1,0,-1,1.0,-1,-1,-1
1,0,1,1,1,1.0,1.0,0,1,1,1,1,1.0,1.0,1.0,-1.0,-1,-1,0,1,1,1,1,1,-1,1,-1,1.0,1,-1,-1
1,-1,1,1,1,1.0,1.0,-1,1,-1,-1,1,1.0,1.0,1.0,-1.0,-1,-1,0,-1,1,-1,1,-1,-1,1,-1,1.0,-1,-1,-1
-1,-1,-1,1,-1,0.8418,0.7841,1,1,1,1,-1,0.8197,1.0,1.0,-1.0,1,1,0,1,1,1,1,1,1,1,-1,1.0,1,1,1
1,-1,1,1,1,1.0,0.8627,1,-1,-1,-1,1,0.8365,1.0,0.8295,-1.0,-1,-1,0,-1,1,-1,1,1,1,1,1,1.0,0,-1,1
1,-1,1,1,-1,1.0,1.0,-1,1,1,1,1,1.0,1.0,1.0,-1.0,1,1,0,1,1,1,1,-1,-1,-1,-1,1.0,-1,1,-1
1,-1,1,1,1,1.0,0.8444,1,-1,1,1,1,0.8521,0.8218,1.0,-1.0,-1,-1,0,1,1,1,1,1,1,1,1,1.0,0,-1,1
1,-1,1,1,1,1.0,0.8903,1,-1,1,1,1,0.8751,1.0,0.8995,-1.0,1,1,0,1,1,1,1,1,1,-1,1,1.0,-1,1,1
1,-1,1,1,1,1.0,0.868,1,-1,1,1,-1,0.8077,1.0,0.847,-1.0,1,1,0,1,1,1,1,1,1,1,-1,1.0,0,1,1
1,-1,1,1,1,1.0,1.0,-1,1,1,1,-1,1.0,1.0,1.0,-1.0,1,1,0,1,1,1,1,1,-1,-1,-1,1.0,1,1,-1
1,-1,1,1,1,1.0,1.0,0,1,1,1,1,1.0,1.0,1.0,-1.0,1,1,0,1,1,1,1,1,1,1,-1,1.0,1,1,-1
1,-1,1,1,1,1.0,1.0,-1,1,1,1,1,1.0,1.0,1.0,-1.0,1,1,0,1,1,1,1,-1,-1,-1,-1,1.0,1,1,-1
1,-1,1,1,-1,1.0,0.8811,1,-1,1,1,1,0.8636,0.8624,1.0,-1.0,1,1,1,1,1,1,1,1,1,1,1,1.0,-1,1,1
1,-1,1,1,1,1.0,1.0,0,1,1,1,1,1.0,1.0,1.0,-1.0,-1,1,0,1,1,1,1,1,-1,-1,-1,1.0,1,1,-1
1,-1,1,1,1,1.0,0.882,1,-1,1,1,1,0.9073,1.0,1.0,-1.0,1,1,0,1,1,1,1,1,1,0,-1,1.0,-1,1,1
1,-1,1,1,1,1.0,0.887,1,-1,1,1,-1,0.8729,1.0,0.8567,-1.0,1,1,0,1,1,1,1,1,1,0,-1,1.0,-1,1,1
1,-1,1,1,1,1.0,0.8427,1,-1,1,1,1,0.8317,0.8979,1.0,-1.0,1,1,0,1,1,1,1,1,1,1,-1,1.0,0,1,1
-1,-1,-1,1,-1,1.0,0.8799,1,-1,1,1,-1,0.8951,1.0,1.0,-1.0,1,-1,0,1,1,1,1,1,-1,1,-1,1.0,-1,-1,1
1,-1,1,1,1,1.0,1.0,0,-1,1,1,1,1.0,1.0,1.0,-1.0,-1,1,0,1,1,1,1,1,-1,-1,-1,1.0,0,1,-1
1,-1,1,1,1,1.0,0.8787,1,-1,1,1,1,0.8928,1.0,0.8859,-1.0,1,1,0,1,1,1,1,1,-1,1,-1,1.0,0,1,1
1,-1,1,1,1,1.0,0.8569,1,-1,1,1,1,0.8674,0.8816,1.0,-1.0,1,1,0,1,1,1,1,1,1,1,1,1.0,0,1,1
1,-1,1,1,1,1.0,1.0,-1,1,1,1,-1,1.0,1.0,1.0,-1.0,1,-1,0,1,1,1,1,-1,-1,0,-1,1.0,1,-1,-1
1,-1,1,1,1,1.0,0.8273,1,-1,1,1,1,0.8806,1.0,0.8393,-1.0,1,1,0,1,1,1,1,1,1,1,1,1.0,0,1,1
1,-1,1,1,1,1.0,0.8605,1,-1,1,1,1,0.8971,1.0,1.0,-1.0,1,1,0,1,1,1,1,1,-1,1,-1,1.0,0,1,1
1,-1,1,1,1,1.0,1.0,0,1,1,1,1,1.0,1.0,1.0,-1.0,1,1,0,1,1,1,1,1,-1,-1,-1,1.0,1,1,-1
1,-1,1,1,1,1.0,0.8635,1,-1,1,1,1,0.8588,0.8958,1.0,-1.0,1,1,0,1,1,1,1,1,-1,1,-1,1.0,0,1,1
1,-1,1,1,1,1.0,0.8731,1,1,1,1,1,0.8924,1.0,1.0,-1.0,1,1,0,1,1,1,1,1,1,0,-1,1.0,1,1,1
1,-1,1,1,1,1.0,0.8143,1,-1,1,1,1,0.8278,1.0,0.8687,-1.0,1,1,0,1,1,1,1,1,1,1,-1,1.0,0,1,1
