having_IP_Address,URL_Length,Shortining_Service,having_At_Symbol,double_slash_redirecting,Prefix_Suffix,having_Sub_Domain,SSLfinal_State,Domain_registeration_length,Favicon,port,HTTPS_token,Request_URL,URL_of_Anchor,Links_in_tags,SFH,Submitting_to_email,Abnormal_URL,Redirect,on_mouseover,RightClick,popUpWidnow,Iframe,age_of_domain,DNSRecord,web_traffic,Page_Rank,Google_Index,Links_pointing_to_page,Statistical_report,Result
1,0,-1,1,1,-0.8442,1.1663,1,-1,1,1,1,1.4026,0.0901,-0.3399,-1.0,1,1,0,-1,1,-1,1,-1,-1,0,-1,1.0,1,1,1
-1,0,-1,1,-1,-0.7972,1.3924,1,-1,1,1,-1,1.4311,-0.0873,-0.5944,-1.0,-1,-1,0,1,1,1,1,1,1,1,-1,1.0,-1,-1,1
1,0,-1,1,1,-0.2408,1.3194,1,-1,1,1,-1,1.2776,0.2179,1.4831,-1.0,1,1,0,1,1,1,1,1,-1,1,1,1.0,0,1,1
1,1,-1,1,1,-0.3669,-0.5515,-1,1,1,1,1,-0.5749,-0.5145,-0.1825,-1.0,1,1,0,1,1,1,1,-1,-1,0,-1,1.0,1,1,-1
1,1,1,1,1,-0.4617,1.2814,0,-1,1,1,1,1.559,-0.5005,-0.3072,-1.0,1,1,0,1,1,1,1,1,1,1,-1,1.0,-1,1,1
1,-1,1,1,1,-0.3722,-0.5237,-1,1,1,1,-1,-0.3348,-0.7343,-0.5589,-1.0,-1,-1,0,1,1,1,1,1,1,0,-1,1.0,-1,-1,-1
1,0,1,1,1,-0.6572,0.4883,0,1,1,1,1,-0.6774,-0.2794,-0.3003,-1.0,-1,-1,0,1,1,1,1,1,-1,1,-1,1.0,1,-1,-1
1,-1,1,1,1,-0.5474,-0.6426,-1,1,-1,-1,1,-0.7348,-0.6782,-0.0462,-1.0,-1,-1,0,-1,1,-1,1,-1,-1,1,-1,1.0,-1,-1,-1
1,-1,1,1,1,-0.7818,0.4768,0,-1,-1,-1,1,-0.49,-0.2194,-0.0819,-1.0,-1,-1,0,-1,1,-1,1,1,-1,0,-1,1.0,0,-1,-1
-1,-1,-1,1,-1,1.3282,1.4643,1,1,1,1,-1,1.4034,0.2519,-0.4047,-1.0,1,1,0,1,1,1,1,1,1,1,-1,1.0,1,1,1
1,-1,1,1,1,-0.7788,1.1673,1,-1,-1,-1,1,1.2561,-0.3354,1.1589,-1.0,-1,-1,0,-1,1,-1,1,1,1,1,1,1.0,0,-1,1
1,-1,1,1,-1,-0.1785,-0.1919,-1,1,1,1,1,-0.2399,-0.9369,-0.9528,-1.0,1,1,0,1,1,1,1,-1,-1,-1,-1,1.0,-1,1,-1
1,-1,1,1,1,-0.3589,1.5544,1,-1,1,1,1,1.6904,1.1788,-0.6413,-1.0,-1,-1,0,1,1,1,1,1,1,1,1,1.0,0,-1,1
1,-1,1,1,1,-0.6338,1.4876,1,-1,1,1,1,1.2957,-0.2347,1.2053,-1.0,1,1,0,1,1,1,1,1,1,-1,1,1.0,-1,1,1
1,-1,1,1,1,-0.7687,1.1992,1,-1,1,1,-1,1.2812,-0.4772,1.3039,-1.0,1,1,0,1,1,1,1,1,1,1,-1,1.0,0,1,1
1,-1,1,1,1,-0.3747,-0.1267,-1,1,1,1,-1,-0.0774,-0.6037,-0.4936,-1.0,1,1,0,1,1,1,1,1,-1,-1,-1,1.0,1,1,-1
1,-1,1,1,1,-0.5359,0.652,0,1,1,1,1,-0.4629,-0.6863,-0.2108,-1.0,1,1,0,1,1,1,1,1,1,1,-1,1.0,1,1,-1
1,-1,1,1,1,-0.7127,0.3695,-1,1,1,1,1,-0.6911,-0.2411,-0.6207,-1.0,1,1,0,1,1,1,1,-1,-1,-1,-1,1.0,1,1,-1
1,-1,1,1,-1,-0.5555,1.4281,1,-1,1,1,1,1.233,1.2476,0.3735,-1.0,1,1,1,1,1,1,1,1,1,1,1,1.0,-1,1,1
1,-1,1,1,1,-0.2619,-0.0085,0,1,1,1,1,-0.1866,-0.267,-0.2442,-1.0,-1,1,0,1,1,1,1,1,-1,-1,-1,1.0,1,1,-1
1,-1,1,1,1,-0.7786,1.3437,1,-1,1,1,1,1.265,-0.0371,-0.5783,-1.0,1,1,0,1,1,1,1,1,1,0,-1,1.0,-1,1,1
1,-1,1,1,1,-0.4865,1.2568,1,-1,1,1,-1,1.4891,-0.5232,1.2146,-1.0,1,1,0,1,1,1,1,1,1,0,-1,1.0,-1,1,1
1,-1,1,1,1,-0.7663,1.5215,1,-1,1,1,1,1.4872,1.2082,-0.5451,-1.0,1,1,0,1,1,1,1,1,1,1,-1,1.0,0,1,1
-1,-1,-1,1,-1,-0.4529,1.5195,1,-1,1,1,-1,1.4948,-0.618,0.0991,-1.0,1,-1,0,1,1,1,1,1,-1,1,-1,1.0,-1,-1,1
1,-1,1,1,1,-0.5379,-0.2275,0,-1,1,1,1,-0.6623,-0.17,-0.7654,-1.0,-1,1,0,1,1,1,1,1,-1,-1,-1,1.0,0,1,-1
