having_IP_Address,URL_Length,Shortining_Service,having_At_Symbol,double_slash_redirecting,Prefix_Suffix,having_Sub_Domain,SSLfinal_State,Domain_registeration_length,Favicon,port,HTTPS_token,Request_URL,URL_of_Anchor,Links_in_tags,SFH,Submitting_to_email,Abnormal_URL,Redirect,on_mouseover,RightClick,popUpWidnow,Iframe,age_of_domain,DNSRecord,web_traffic,Page_Rank,Google_Index,Links_pointing_to_page,Statistical_report,Result
1,0,-1,1,1,-0.8904,1.1123,1,-1,1,1,1,1.1139,-0.8354,-0.7197,-1.0,1,1,0,-1,1,-1,1,-1,-1,0,-1,1.0,1,1,1
-1,0,-1,1,-1,-0.9089,1.0823,1,-1,1,1,-1,1.0984,-0.7822,-0.7482,-1.0,-1,-1,0,1,1,1,1,1,1,1,-1,1.0,-1,-1,1
1,0,-1,1,1,-0.848,1.1392,1,-1,1,1,-1,1.1207,-0.678,1.1285,-1.0,1,1,0,1,1,1,1,1,-1,1,1,1.0,0,1,1
1,1,-1,1,1,-0.8574,-0.7612,-1,1,1,1,1,-0.7987,-0.8067,-0.8115,-1.0,1,1,0,1,1,1,1,-1,-1,0,-1,1.0,1,1,-1
1,1,1,1,1,-0.8919,1.109,0,-1,1,1,1,1.0954,-0.815,-0.7262,-1.0,1,1,0,1,1,1,1,1,1,1,-1,1.0,-1,1,1
1,-1,1,1,1,-0.7914,-0.6505,-1,1,1,1,-1,-0.8811,-0.8822,-0.8033,-1.0,-1,-1,0,1,1,1,1,1,1,0,-1,1.0,-1,-1,-1
1,0,1,1,1,-0.8363,-0.6027,0,1,1,1,1,-0.8568,-0.8855,-0.7939,-1.0,-1,-1,0,1,1,1,1,1,-1,1,-1,1.0,1,-1,-1
1,-1,1,1,1,-0.7589,-0.8594,-1,1,-1,-1,1,-0.8168,-0.8646,-0.8235,-1.0,-1,-1,0,-1,1,-1,1,-1,-1,1,-1,1.0,-1,-1,-1
-1,-1,-1,1,-1,1.1329,1.2147,1,1,1,1,-1,1.1807,-0.6522,-0.7004,-1.0,1,1,0,1,1,1,1,1,1,1,-1,1.0,1,1,1
1,-1,1,1,1,-0.8461,1.154,1,-1,-1,-1,1,1.1254,-0.781,1.153,-1.0,-1,-1,0,-1,1,-1,1,1,1,1,1,1.0,0,-1,1
1,-1,1,1,-1,-0.7828,-0.8267,-1,1,1,1,1,-0.8148,-0.7512,-0.7832,-1.0,1,1,0,1,1,1,1,-1,-1,-1,-1,1.0,-1,1,-1
1,-1,1,1,1,-0.8315,1.1706,1,-1,1,1,1,1.1065,1.1409,-0.6906,-1.0,-1,-1,0,1,1,1,1,1,1,1,1,1.0,0,-1,1
1,-1,1,1,1,-0.8547,1.1918,1,-1,1,1,1,1.1034,-0.6611,1.1253,-1.0,1,1,0,1,1,1,1,1,1,-1,1,1.0,-1,1,1
1,-1,1,1,1,-0.8133,1.1994,1,-1,1,1,-1,1.1759,-0.6459,1.1735,-1.0,1,1,0,1,1,1,1,1,1,1,-1,1.0,0,1,1
1,-1,1,1,1,-0.7597,-0.8316,-1,1,1,1,-1,-0.7637,-0.7559,-0.7884,-1.0,1,1,0,1,1,1,1,1,-1,-1,-1,1.0,1,1,-1
1,-1,1,1,1,-0.7951,-0.711,0,1,1,1,1,-0.8455,-0.8534,-0.8141,-1.0,1,1,0,1,1,1,1,1,1,1,-1,1.0,1,1,-1
1,-1,1,1,1,-0.865,-0.7571,-1,1,1,1,1,-0.7912,-0.8179,-0.8593,-1.0,1,1,0,1,1,1,1,-1,-1,-1,-1,1.0,1,1,-1
1,-1,1,1,-1,-0.8408,1.1151,1,-1,1,1,1,1.1624,1.1853,-0.6162,-1.0,1,1,1,1,1,1,1,1,1,1,1,1.0,-1,1,1
1,-1,1,1,1,-0.8427,-0.7334,0,1,1,1,1,-0.8408,-0.8888,-0.8456,-1.0,-1,1,0,1,1,1,1,1,-1,-1,-1,1.0,1,1,-1
1,-1,1,1,1,-0.8624,1.1075,1,-1,1,1,1,1.0767,-0.8128,-0.8513,-1.0,1,1,0,1,1,1,1,1,1,0,-1,1.0,-1,1,1
1,-1,1,1,1,-0.8847,1.1598,1,-1,1,1,-1,1.1463,-0.6171,1.1023,-1.0,1,1,0,1,1,1,1,1,1,0,-1,1.0,-1,1,1
1,-1,1,1,1,-0.879,1.1748,1,-1,1,1,1,1.1858,1.1141,-0.6228,-1.0,1,1,0,1,1,1,1,1,1,1,-1,1.0,0,1,1
-1,-1,-1,1,-1,-0.9123,1.0946,1,-1,1,1,-1,1.0735,-0.7321,-0.842,-1.0,1,-1,0,1,1,1,1,1,-1,1,-1,1.0,-1,-1,1
1,-1,1,1,1,1.1446,1.1317,1,-1,1,1,1,1.1763,-0.7398,-0.7339,-1.0,-1,1,0,1,1,1,1,1,-1,1,-1,1.0,0,1,1
1,-1,1,1,1,-0.8009,-0.7708,0,-1,1,1,1,-0.85,-0.8545,-0.8272,-1.0,-1,1,0,1,1,1,1,1,-1,-1,-1,1.0,0,1,-1
1,-1,1,1,1,-0.8654,1.1789,1,-1,1,1,1,1.1616,-0.6443,1.1629,-1.0,1,1,0,1,1,1,1,1,-1,1,-1,1.0,0,1,1
1,-1,1,1,1,-0.8755,1.1379,1,-1,1,1,1,1.1726,1.128,-0.6473,-1.0,1,1,0,1,1,1,1,1,1,1,1,1.0,0,1,1
1,-1,1,1,1,-0.8154,-0.6616,-1,1,1,1,-1,-0.8706,-0.8143,-0.8433,-1.0,1,-1,0,1,1,1,1,-1,-1,0,-1,1.0,1,-1,-1
1,-1,1,1,1,-0.8163,1.1277,1,-1,1,1,1,1.181,-0.7584,1.1196,-1.0,1,1,0,1,1,1,1,1,1,1,1,1.0,0,1,1
1,-1,1,1,1,-0.8745,1.1305,1,-1,1,1,1,1.0865,-0.7841,-0.8558,-1.0,1,1,0,1,1,1,1,1,-1,1,-1,1.0,0,1,1
1,-1,1,1,1,-0.8267,-0.6363,0,1,1,1,1,-0.8476,-0.8576,-0.8514,-1.0,1,1,0,1,1,1,1,1,-1,-1,-1,1.0,1,1,-1
1,-1,1,1,1,-0.8904,1.1249,1,-1,1,1,1,1.1639,1.1028,-0.714,-1.0,1,1,0,1,1,1,1,1,-1,1,-1,1.0,0,1,1
1,-1,1,1,1,-0.9283,1.0927,1,1,1,1,1,1.0874,-0.7658,-0.826,-1.0,1,1,0,1,1,1,1,1,1,0,-1,1.0,1,1,1
1,-1,1,1,1,-0.8418,1.1061,1,-1,1,1,1,1.1127,-0.615,1.1378,-1.0,1,1,0,1,1,1,1,1,1,1,-1,1.0,0,1,1
1,-1,1,1,1,-0.8001,1.101,1,-1,-1,-1,1,1.1766,1.1764,-0.6773,-1.0,-1,1,0,1,1,-1,-1,1,1,1,-1,1.0,1,1,1
1,-1,1,1,1,-0.8359,-0.7736,-1,1,1,1,1,-0.8394,-0.8275,-0.8576,-1.0,1,1,0,1,1,1,1,-1,-1,-1,-1,1.0,0,1,-1
1,-1,1,1,1,-0.8173,1.1446,1,-1,-1,1,1,1.1452,-0.635,1.1798,-1.0,1,1,0,1,1,-1,-1,1,-1,0,-1,1.0,1,1,1
1,-1,1,1,1,1.1999,1.1613,1,-1,1,1,1,1.2118,-0.7133,-0.692,-1.0,1,1,0,1,1,1,1,1,1,0,-1,1.0,0,1,1
1,-1,1,1,1,-0.8995,1.1876,1,-1,1,1,1,1.1912,1.192,-0.7669,-1.0,1,1,0,1,1,1,1,1,1,1,-1,1.0,0,1,1
1,-1,1,-1,1,-0.8499,1.1269,1,-1,1,1,1,1.1393,-0.6662,1.1087,-1.0,1,1,0,1,1,1,1,1,1,1,1,1.0,0,1,1
1,-1,1,1,1,-0.8337,-0.5784,0,1,1,1,1,-0.7948,-0.8714,-0.8621,-1.0,1,1,0,1,1,1,1,1,-1,1,-1,1.0,0,1,-1
1,-1,1,1,1,-0.8201,-0.8207,-1,-1,1,1,1,-0.7751,-0.7694,-0.7634,-1.0,1,1,0,1,1,1,1,-1,-1,-1,-1,1.0,1,1,-1
